"Product name","Product description","Price","Category","Subcategory","Color","Size","Material","Tags","Product link","Image link","Brand / seller name"
"Rice Knuckle Filipino Art Print (Digital Download 11x14\"" JPG PDF)","Digital illustration of Filipino rice knuckle cooking technique.","PHP 898.77","Printables","Digital Art","Multicolor","11x14","Digital File","Rice knuckle cooking printable","Unspecified","Unspecified","BittermelonCreative"
"Coconut Grater Art Print: Filipino Kitchen Decor (Digital Download)","Digital illustration of Filipino coconut grater (kudkuran).","PHP 898.77","Printables","Digital Art","Multicolor","8x10","Digital File","Coconut grater printable","Unspecified","Unspecified","BittermelonCreative"
"Illustrated Bookstore Notepad | 4x6 To Do List Stationery","Illustrated 4x6 notepad with bookstore design.","PHP 617.28","Stationery & Stickers","Notepad","Multicolor","4x6","Paper","Bookstore notepad","Unspecified","Unspecified","PatsyShaw"
"Tree Blueprint | 4\""x6\"" Notepad | Stationery | 50 sheets | To Do List | Illustrated Design | Nature | Cyanotype","Illustrated 4x6 notepad with tree blueprint design.","PHP 617.28","Stationery & Stickers","Notepad","Multicolor","4x6","Paper","Tree blueprint notepad","Unspecified","Unspecified","PatsyShaw"
"Artsy Bookmark | Artist | Creative | Paintbrush | Flowers | Book Tracker | Bookish | Art Reader Gift | Floral | Bookworm","Bookmark featuring artsy floral and paintbrush design.","PHP 246.91","Stationery & Stickers","Bookmark","Multicolor","Standard","Paper","Artsy floral bookmark","Unspecified","Unspecified","PatsyShaw"
"Green Pastures | 4\""x6\"" Notepad | Stationery | To Do List | Illustrated Design | Psalm 23 | Sheep","Illustrated 4x6 notepad with Psalm 23 sheep design.","PHP 617.28","Stationery & Stickers","Notepad","Multicolor","4x6","Paper","Green Pastures notepad","Unspecified","Unspecified","PatsyShaw"
"Artist Sticker Pack | Waterproof Vinyl Art Supplies","Sticker pack featuring waterproof vinyl art supply designs.","PHP 740.74","Stationery & Stickers","Stickers","Multicolor","Pack","Vinyl","Artist sticker pack","Unspecified","Unspecified","PatsyShaw"
"Genesis | 4\""x6\"" Notepad | Stationery | To Do List | Illustrated Design | Creation | Cottagecore | Forest","Illustrated 4x6 notepad with Genesis creation design.","PHP 617.28","Stationery & Stickers","Notepad","Multicolor","4x6","Paper","Genesis notepad","Unspecified","Unspecified","PatsyShaw"
"Christian Sticker Pack of 3 | Vinyl Waterproof Stickers | Bible Journaling | Faith Sticker | Gift for Christian Friend","Sticker pack of 3 waterproof vinyl Christian stickers.","PHP 740.74","Stationery & Stickers","Stickers","Multicolor","Pack","Vinyl","Christian sticker pack","Unspecified","Unspecified","PatsyShaw"
"Theology Books Sticker Pack of 3 | Vinyl Waterproof Stickers | Bookish | Bible | Christian | Theology Nerd | Theologian | Seminary Student","Sticker pack of 3 waterproof vinyl theology book stickers.","PHP 740.74","Stationery & Stickers","Stickers","Multicolor","Pack","Vinyl","Theology books sticker pack","Unspecified","Unspecified","PatsyShaw"
"Reading List Bookmark | Bookish | Bible | Christian | Theology Nerd | Theologian | Seminary Student | Library Card | Vintage | Book Tracker","Bookmark featuring reading list and theology design.","PHP 246.91","Stationery & Stickers","Bookmark","Multicolor","Standard","Paper","Reading list bookmark","Unspecified","Unspecified","PatsyShaw"
"Theology Books Keychain - Reformed Biblical Christian Bookish","Keychain featuring theology books design.","PHP 925.93","Christmas Ornaments","Keychain","Multicolor","Books","Enamel","Theology books keychain","Unspecified","Unspecified","PatsyShaw"
"House Keychain | Greenhouse | Enamel Gift | Gardener | First House | Gift Housewarming","Keychain featuring greenhouse house design.","PHP 925.93","Christmas Ornaments","Keychain","Multicolor","House","Enamel","Greenhouse house keychain","Unspecified","Unspecified","PatsyShaw"
"Simple Philippine Sun Unisex Friendship Bracelet | Stainless Steel Araw | Waxed Cotton Strings | Pinoy | Pinay","Friendship bracelet with Philippine sun charm, stainless steel and waxed cotton strings.","PHP 975.61","Bracelets","Friendship","Gold/Black","Adjustable","Cotton/Stainless Steel","Philippine sun friendship bracelet","Unspecified","Unspecified","AkingSintaJewellery"
"Handmade Pearl Beaded Christmas Ornament","Handmade Christmas ornament with pearl bead design.","PHP 351.00","Philippine Handicrafts","Ornament","White","Round","Pearl","Pearl beaded Christmas ornament","Unspecified","Unspecified","HappyMotionStudio"
"Handmade Kamagong Wood Cross Necklace: Adjustable Leather Cord","Handmade cross necklace crafted from Kamagong wood with adjustable leather cord.","PHP 831.00","Philippine Handicrafts","Necklace","Brown","Standard","Kamagong Wood","Kamagong wood cross necklace","Unspecified","Unspecified","HappyMotionStudio"
"Mini Parol Capiz Star Ornaments","Handmade mini Capiz star parol ornaments.","PHP 985.19","Ornaments","Parol","White","Mini","Capiz Shell","Mini Capiz star ornaments","Unspecified","Unspecified","ParolsofAmerica"
"White Metal Enamel Capiz Parol Philippine Christmas Lantern Filipino Ornament","Enamel ornament featuring Capiz parol design.","PHP 891.98","Ornaments","Parol","White","Standard","Metal/Capiz","White enamel Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Bahay Kubo Wooden Christmas Ornament","Wooden ornament featuring bahay kubo design.","PHP 944.44","Ornaments","Bahay Kubo","Brown","Standard","Wood","Wooden bahay kubo ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Lechon Wooden Christmas Ornament","Wooden ornament featuring lechon design.","PHP 944.44","Ornaments","Lechon","Brown","Standard","Wood","Wooden lechon ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Mahal Kita Wooden Christmas Ornament","Wooden ornament featuring 'Mahal Kita' design.","PHP 944.44","Ornaments","Text","Brown","Standard","Wood","Wooden 'Mahal Kita' ornament","Unspecified","Unspecified","ParolsofAmerica"
"Enamel Capiz Parol Philippine Christmas Lantern Filipino Ornament","Enamel ornament featuring Capiz parol design.","PHP 891.98","Ornaments","Parol","White","Standard","Metal/Capiz","Enamel Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Star Ornaments","Handmade Capiz star ornaments.","PHP 891.98","Ornaments","Parol","White","Standard","Capiz Shell","Capiz star ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Tricycle Wooden Christmas Ornament","Wooden ornament featuring tricycle design.","PHP 944.44","Ornaments","Tricycle","Multicolor","Standard","Wood","Wooden tricycle ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Jeepney Wooden Christmas Ornament","Wooden ornament featuring jeepney design.","PHP 944.44","Ornaments","Jeepney","Multicolor","Standard","Wood","Wooden jeepney ornament","Unspecified","Unspecified","ParolsofAmerica"
"Christmas Tree Capiz Christmas Ornaments","Handmade Capiz Christmas tree ornaments.","PHP 679.63","Ornaments","Tree","White","Standard","Capiz Shell","Capiz Christmas tree ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Sampabell Parol Wooden Christmas Ornament","Wooden ornament featuring Sampabell parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Sampabell parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Sampabell","Acrylic ornament inspired by Capiz Sampabell parol.","PHP 680.25","Ornaments","Parol","Multicolor","Standard","Acrylic","Acrylic Sampabell parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Candy Cane Capiz Christmas Ornaments","Handmade Capiz candy cane ornaments.","PHP 679.63","Ornaments","Candy Cane","White","Standard","Capiz Shell","Capiz candy cane ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Nurse Heart + Philippine Flag Wooden Christmas Ornament","Wooden ornament featuring nurse heart and Philippine flag design.","PHP 944.44","Ornaments","Nurse/Flag","Multicolor","Standard","Wood","Wooden nurse heart + flag ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Firework Parol Wooden Christmas Ornament","Wooden ornament featuring firework parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden firework parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Mini Parol Capiz Star Ornaments","Handmade mini Capiz star parol ornaments.","PHP 985.19","Ornaments","Parol","White","Mini","Capiz Shell","Mini Capiz star ornaments","Unspecified","Unspecified","ParolsofAmerica"
"White Metal Enamel Capiz Parol Philippine Christmas Lantern Filipino Ornament","Enamel ornament featuring Capiz parol design.","PHP 891.98","Ornaments","Parol","White","Standard","Metal/Capiz","White enamel Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Bahay Kubo Wooden Christmas Ornament","Wooden ornament featuring bahay kubo design.","PHP 944.44","Ornaments","Bahay Kubo","Brown","Standard","Wood","Wooden bahay kubo ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Bahay Kubo Wooden Christmas Ornament","Wooden ornament featuring bahay kubo design (duplicate listing appears on page).","PHP 944.44","Ornaments","Bahay Kubo","Brown","Standard","Wood","Wooden bahay kubo ornament duplicate","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Lechon Wooden Christmas Ornament","Wooden ornament featuring lechon design.","PHP 944.44","Ornaments","Lechon","Brown","Standard","Wood","Wooden lechon ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Mahal Kita Wooden Christmas Ornament","Wooden ornament featuring 'Mahal Kita' design.","PHP 944.44","Ornaments","Text","Brown","Standard","Wood","Wooden 'Mahal Kita' ornament","Unspecified","Unspecified","ParolsofAmerica"
"Enamel Capiz Parol Philippine Christmas Lantern Filipino Ornament","Enamel ornament featuring Capiz parol design.","PHP 891.98","Ornaments","Parol","White","Standard","Metal/Capiz","Enamel Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Star Ornaments","Handmade Capiz star ornaments.","PHP 891.98","Ornaments","Parol","White","Standard","Capiz Shell","Capiz star ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design (duplicate listing appears on page).","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament duplicate","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Tricycle Wooden Christmas Ornament","Wooden ornament featuring tricycle design.","PHP 944.44","Ornaments","Tricycle","Multicolor","Standard","Wood","Wooden tricycle ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Jeepney Wooden Christmas Ornament","Wooden ornament featuring jeepney design.","PHP 944.44","Ornaments","Jeepney","Multicolor","Standard","Wood","Wooden jeepney ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Christmas Tree Capiz Christmas Ornaments","Handmade Capiz Christmas tree ornaments.","PHP 679.63","Ornaments","Tree","White","Standard","Capiz Shell","Capiz Christmas tree ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Sampabell Parol Wooden Christmas Ornament","Wooden ornament featuring Sampabell parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Sampabell parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Special with Ring","Acrylic ornament inspired by Capiz parol special with ring design.","PHP 680.25","Ornaments","Parol","Multicolor","Standard","Acrylic","Acrylic parol ornament special with ring","Unspecified","Unspecified","ParolsofAmerica"
"Reindeer Buri Christmas Ornaments","Handmade buri reindeer ornaments.","PHP 679.63","Ornaments","Reindeer","Brown","Standard","Buri","Buri reindeer ornaments","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Philippine Flag Pride Fist Wooden Christmas Ornament","Wooden ornament featuring Philippine flag pride fist design.","PHP 944.44","Ornaments","Flag/Pride","Multicolor","Standard","Wood","Wooden pride fist ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament variant","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Tulip","Acrylic ornament inspired by Capiz parol tulip design.","PHP 680.25","Ornaments","Parol","White/Yellow","Standard","Acrylic","Acrylic tulip parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Sampabell Parol Wooden Christmas Ornament","Wooden ornament featuring Sampabell parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Sampabell parol ornament variant","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Special with Ring","Acrylic ornament inspired by Capiz parol special with ring design.","PHP 680.25","Ornaments","Parol","Multicolor","Standard","Acrylic","Acrylic parol ornament special with ring duplicate","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Jeepney Wooden Christmas Ornament","Wooden ornament featuring jeepney design.","PHP 944.44","Ornaments","Jeepney","Multicolor","Standard","Wood","Wooden jeepney ornament variant","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Firework Parol Wooden Christmas Ornament","Wooden ornament featuring firework parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden firework parol ornament variant","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Capiz Parol Wooden Christmas Ornament","Wooden ornament featuring Capiz parol design.","PHP 944.44","Ornaments","Parol","Multicolor","Standard","Wood/Capiz","Wooden Capiz parol ornament variant 2","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Jeepney Wooden Christmas Ornament","Wooden ornament featuring jeepney design.","PHP 944.44","Ornaments","Jeepney","Multicolor","Standard","Wood","Wooden jeepney ornament variant 2","Unspecified","Unspecified","ParolsofAmerica"
"Filipino Basketball Wooden Christmas Ornament","Wooden ornament featuring basketball design.","PHP 944.44","Ornaments","Basketball","Multicolor","Standard","Wood","Wooden basketball ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Tala","Acrylic ornament inspired by Capiz parol Tala design.","PHP 680.25","Ornaments","Parol","White","Standard","Acrylic","Acrylic Tala parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Capiz Parol Filipino Christmas Lantern Inspired Acrylic Ornaments | Elysse","Acrylic ornament inspired by Capiz parol Elysse design.","PHP 680.25","Ornaments","Parol","White","Standard","Acrylic","Acrylic Elysse parol ornament","Unspecified","Unspecified","ParolsofAmerica"
"Jollibee Foldable Reusable Tote Bag","Reusable tote bag featuring Jollibee design.","PHP 493.83","Reusable Bags","Tote Bag","Red/Yellow","Standard","Fabric","Jollibee reusable tote bag","Unspecified","Unspecified","HellaCuteCustoms"
"Objects in Mirror are Cuter Vinyl Car Decal","Vinyl car decal with kawaii slogan.","PHP 370.37","Stickers/Decals","Car Decal","White","Standard","Vinyl","Objects in mirror are cuter decal","Unspecified","Unspecified","HellaCuteCustoms"
"Sakura Keychain Set","Embroidered jet tag and acrylic charm set.","PHP 246.91","Keychains/Charms","Keychain","Pink","Standard","Fabric/Acrylic","Sakura keychain set","Unspecified","Unspecified","HellaCuteCustoms"
"Custom Cherry Blossom Instagram Handle Vinyl Car Decal","Custom vinyl car decal with cherry blossom design and Instagram handle.","PHP 666.67","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Custom cherry blossom Instagram decal","Unspecified","Unspecified","HellaCuteCustoms"
"Rude Red Jollibee Sticker","Funny Jollibee-themed sticker.","PHP 395.06","Stickers/Decals","Sticker","Red","Standard","Vinyl","Rude Red Jollibee sticker","Unspecified","Unspecified","HellaCuteCustoms"
"Pekpek Turbo JDM Sticker","Funny Filipino JDM car sticker.","PHP 296.30","Stickers/Decals","Sticker","Multicolor","Standard","Vinyl","Pekpek Turbo sticker","Unspecified","Unspecified","HellaCuteCustoms"
"Custom Blossom Instagram Handle Vinyl Car Decal","Custom vinyl car decal with blossom design and Instagram handle.","PHP 666.67","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Custom blossom Instagram decal","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Motorcycle License Plate Frame","Cherry blossom-themed motorcycle license plate frame.","PHP 691.36","Motorcycle Accessories","License Plate Frame","Pink","Standard","Plastic","Cherry Blossom motorcycle frame","Unspecified","Unspecified","HellaCuteCustoms"
"Kirby Shoe Charms (Set)","Kirby-themed shoe charms.","PHP 246.91","Keychains/Charms","Shoe Charm","Pink","Standard","Plastic","Kirby shoe charms set","Unspecified","Unspecified","HellaCuteCustoms"
"FRS / S2000 / Miata / Type R Shoe Charms","Car-themed shoe charms.","PHP 246.91","Keychains/Charms","Shoe Charm","Multicolor","Standard","Plastic","FRS/S2000/Miata/Type R charms","Unspecified","Unspecified","HellaCuteCustoms"
"Get Off My Dick Motorcycle License Plate Frame","Funny motorcycle license plate frame.","PHP 740.74","Motorcycle Accessories","License Plate Frame","Black","Standard","Plastic","Motorcycle plate frame","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Tactical Keychain","Tactical-style kawaii car accessory keychain.","PHP 493.83","Keychains/Charms","Keychain","Black","Standard","Metal","Hellacute tactical keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Windshield Banner Sticker","Hellacute-branded windshield banner sticker.","PHP 987.65","Stickers/Decals","Banner","Black","Standard","Vinyl","Hellacute windshield banner sticker","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Instagram Handle Vinyl Car Decal","Cherry blossom-themed Instagram handle vinyl car decal.","PHP 666.67","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Cherry blossom Instagram decal variant","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Nissan GTR R34 Art Print","JDM car poster featuring pink Nissan GTR R34.","PHP 592.59","Art Prints","Poster","Pink","Standard","Paper","Pink Nissan GTR R34 art print","Unspecified","Unspecified","HellaCuteCustoms"
"Honda Civic Type R Art Print","JDM car poster featuring Honda Civic Type R.","PHP 592.59","Art Prints","Poster","White","Standard","Paper","Honda Civic Type R art print","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Miata Art Print","JDM car poster featuring pink Mazda Miata.","PHP 592.59","Art Prints","Poster","Pink","Standard","Paper","Pink Miata art print","Unspecified","Unspecified","HellaCuteCustoms"
"Gengar Shoe Charms","Pokemon Gengar-themed shoe charms.","PHP 246.91","Keychains/Charms","Shoe Charm","Purple","Standard","Plastic","Gengar shoe charms","Unspecified","Unspecified","HellaCuteCustoms"
"Lewd Anime Acrylic Keychain","Double-sided kawaii anime acrylic keychain.","PHP 246.91","Keychains/Charms","Keychain","Multicolor","Standard","Acrylic","Lewd anime keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Kawaii Cow Croc Charms (Strawberry Cow Accessories)","Cow-themed kawaii croc charms.","PHP 246.91","Keychains/Charms","Croc Charm","White/Pink","Standard","Plastic","Kawaii cow croc charms","Unspecified","Unspecified","HellaCuteCustoms"
"JDM Wheel Shoe Charm","Car enthusiast wheel-themed shoe charm.","PHP 246.91","Keychains/Charms","Shoe Charm","Black","Standard","Plastic","JDM wheel shoe charm","Unspecified","Unspecified","HellaCuteCustoms"
"Custom Heart Instagram Handle Vinyl Decal","Custom vinyl car decal with heart design and Instagram handle.","PHP 277.78","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Custom heart Instagram decal","Unspecified","Unspecified","HellaCuteCustoms"
"2 Custom Heart Instagram Handles","Set of 2 custom vinyl car decals with heart design and Instagram handles.","PHP 444.44","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","2 custom heart Instagram decals","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Instagram Handle Vinyl Car Decal","Cherry blossom-themed Instagram handle vinyl car decal.","PHP 888.89","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Cherry blossom Instagram decal variant 2","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Instagram Handle Vinyl Car Decal","Cherry blossom-themed Instagram handle vinyl car decal.","PHP 666.67","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Cherry blossom Instagram decal variant 3","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Instagram Handle Vinyl Car Decal","Cherry blossom-themed Instagram handle vinyl car decal.","PHP 666.67","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Cherry blossom Instagram decal","Unspecified","Unspecified","HellaCuteCustoms"
"Seat Belt Pad Cover (Set of 2)","Seat belt pad covers for comfort and style.","PHP 740.74","Car Accessories","Seat Belt Cover","Multicolor","Standard","Fabric","Seat belt pad covers","Unspecified","Unspecified","HellaCuteCustoms"
"Y2K Heart Tsurikawa","Y2K-themed JDM car interior handle accessory.","PHP 691.36","Motorcycle Accessories","Tsurikawa","Pink","Standard","Plastic","Y2K Heart Tsurikawa","Unspecified","Unspecified","HellaCuteCustoms"
"Wheel Acrylic Keychain","Acrylic wheel-themed keychain.","PHP 246.91","Keychains/Charms","Keychain","Black","Standard","Acrylic","Wheel acrylic keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Windshield Banner","Hellacute-branded windshield banner.","PHP 987.65","Stickers/Decals","Banner","Black","Standard","Vinyl","Hellacute windshield banner","Unspecified","Unspecified","HellaCuteCustoms"
"Anime Girl Car Decal","Kawaii anime girl vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Multicolor","Standard","Vinyl","Anime girl car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Bunny Car Decal","Kawaii pink bunny vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Pink bunny car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Croc Charms (Logo Set)","Hellacute-branded croc charms set.","PHP 246.91","Keychains/Charms","Croc Charm","Black/White","Standard","Plastic","Hellacute croc charms","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Croc Charms (Heart Set)","Heart-themed kawaii croc charms set.","PHP 246.91","Keychains/Charms","Croc Charm","Pink","Standard","Plastic","Hellacute heart croc charms","Unspecified","Unspecified","HellaCuteCustoms"
"Anime Girl Acrylic Keychain","Double-sided anime girl acrylic keychain.","PHP 246.91","Keychains/Charms","Keychain","Multicolor","Standard","Acrylic","Anime girl keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Sakura Car Decal","Cherry blossom-themed vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Pink sakura car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Valve Stem Caps","Set of 4 pink cherry blossom valve stem caps.","PHP 740.74","Car Accessories","Valve Caps","Pink","Standard","Metal","Cherry blossom valve stem caps","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Keychain Lanyard","Hellacute-branded lanyard keychain.","PHP 444.44","Keychains/Charms","Lanyard","Black/Pink","Standard","Fabric","Hellacute lanyard keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Anime Girl Car Decal","Kawaii anime girl vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Multicolor","Standard","Vinyl","Anime girl car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Bunny Car Decal","Kawaii pink bunny vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Pink bunny car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Croc Charms (Logo Set)","Hellacute-branded croc charms set.","PHP 246.91","Keychains/Charms","Croc Charm","Black/White","Standard","Plastic","Hellacute croc charms","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Croc Charms (Heart Set)","Heart-themed kawaii croc charms set.","PHP 246.91","Keychains/Charms","Croc Charm","Pink","Standard","Plastic","Hellacute heart croc charms","Unspecified","Unspecified","HellaCuteCustoms"
"Anime Girl Acrylic Keychain","Double-sided anime girl acrylic keychain.","PHP 246.91","Keychains/Charms","Keychain","Multicolor","Standard","Acrylic","Anime girl keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Pink Sakura Car Decal","Cherry blossom-themed vinyl car decal.","PHP 987.65","Stickers/Decals","Car Decal","Pink","Standard","Vinyl","Pink sakura car decal","Unspecified","Unspecified","HellaCuteCustoms"
"Cherry Blossom Valve Stem Caps","Set of 4 pink cherry blossom valve stem caps.","PHP 740.74","Car Accessories","Valve Caps","Pink","Standard","Metal","Cherry blossom valve stem caps","Unspecified","Unspecified","HellaCuteCustoms"
"Hellacute Keychain Lanyard","Hellacute-branded lanyard keychain.","PHP 444.44","Keychains/Charms","Lanyard","Black/Pink","Standard","Fabric","Hellacute lanyard keychain","Unspecified","Unspecified","HellaCuteCustoms"
"Tabo Filipino Keychains","Keychain shaped like a Filipino tabo (dipper).","PHP 440.53","Keychains","Keychain","Multicolor","Standard","Acrylic","Tabo keychain","Unspecified","Unspecified","WearPinayCollection"
"Filipina Sassy Heart Keychains","Heart-shaped keychain with Filipina slogan.","PHP 440.53","Keychains","Keychain","Red","Standard","Acrylic","Sassy heart keychain","Unspecified","Unspecified","WearPinayCollection"
"Sinigang Ingredients Print","Art print featuring sinigang ingredients.","PHP 528.63","Prints","Poster","Multicolor","Standard","Paper","Sinigang ingredients print","Unspecified","Unspecified","WearPinayCollection"
"Philippine Farming Regions & Crops Print","Educational print of farming regions and crops in the Philippines.","PHP 528.63","Prints","Poster","Multicolor","Standard","Paper","Philippine farming regions print","Unspecified","Unspecified","WearPinayCollection"
"To Love is To Resist Mini Print","Mini art print with activist slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","To love is to resist print","Unspecified","Unspecified","WearPinayCollection"
"Death to Imperialism Mini Print","Mini art print with activist slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Death to imperialism print","Unspecified","Unspecified","WearPinayCollection"
"Colonizers Burned Our Fields Mini Print","Mini art print with activist slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Colonizers burned our fields print","Unspecified","Unspecified","WearPinayCollection"
"Free All Political Prisoners Mini Print","Mini art print with activist slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Free all political prisoners print","Unspecified","Unspecified","WearPinayCollection"
"Maarte Since Birth Mini Print","Mini art print with slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Maarte since birth print","Unspecified","Unspecified","WearPinayCollection"
"Pekpek Power Mini Print","Mini art print with feminist slogan.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Pekpek power print","Unspecified","Unspecified","WearPinayCollection"
"Mahal Kita Mini Print","Mini art print with Filipino phrase.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Mahal kita print","Unspecified","Unspecified","WearPinayCollection"
"Babae Mini Print","Mini art print with Filipino word for woman.","PHP 220.26","Prints","Mini Print","Multicolor","Standard","Paper","Babae print","Unspecified","Unspecified","WearPinayCollection"
