Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL
Vintage 1979 Collectors Plate 'Jean Et Jeanette' by Bouguereau,"Limited edition porcelain plate, Royal Cornwall Ltd.",Vintage,Collectors Plate,Multicolor,STANDARD,Porcelain,"Bouguereau, collectible plate, Royal Cornwall","Vintage 1979 Collectors Plate 'Jean Et Jeanette' by Bouguereau Limited edition porcelain plate, Royal Cornwall Ltd. Multicolor STANDARD Porcelain","['Vintage', '1979', 'Collectors', 'Plate', ""'Jean"", 'Et', 'Jeanette', ""'"", 'by', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', ',', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Vintage', '1979', 'Collectors', 'Plate', ""'Jean"", 'Et', 'Jeanette', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Vintage', '1979', 'Collectors', 'Plate', ""'Jean"", 'Et', 'Jeanette', 'Bouguereau', 'Limited', 'edition', 'porcelain', 'plate', 'Royal', 'Cornwall', 'Ltd.', 'Multicolor', 'STANDARD', 'Porcelain']","['Bouguereau', 'collectible plate', 'Royal Cornwall']","['Bouguereau', 'collectible plate']"
Vintage Sweet Memories Picture Frame & Photo Album,"Golden photograph frame, holds 48 prints, 2000s memory storage.",Vintage,Frame,Gold,STANDARD,Wood/Glass,"photo album, collectible frame","Vintage Sweet Memories Picture Frame & Photo Album Golden photograph frame, holds 48 prints, 2000s memory storage. Gold STANDARD Wood/Glass","['Vintage', 'Sweet', 'Memories', 'Picture', 'Frame', '&', 'Photo', 'Album', 'Golden', 'photograph', 'frame', ',', 'holds', '48', 'prints', ',', '2000s', 'memory', 'storage', '.', 'Gold', 'STANDARD', 'Wood/Glass']","['Vintage', 'Sweet', 'Memories', 'Picture', 'Frame', 'Photo', 'Album', 'Golden', 'photograph', 'frame', 'holds', '48', 'prints', '2000s', 'memory', 'storage', 'Gold', 'STANDARD', 'Wood/Glass']","['Vintage', 'Sweet', 'Memories', 'Picture', 'Frame', 'Photo', 'Album', 'Golden', 'photograph', 'frame', 'hold', '48', 'print', '2000s', 'memory', 'storage', 'Gold', 'STANDARD', 'Wood/Glass']","['photo album', 'collectible frame']",[]
Danbury Mint Story Book Doll 'Bedtime Prayers',"Porcelain doll, 10in, original packaging, 1990s collectible.",Vintage,Doll,Multicolor,10IN,Porcelain,"porcelain doll, collectible","Danbury Mint Story Book Doll 'Bedtime Prayers' Porcelain doll, 10in, original packaging, 1990s collectible. Multicolor 10IN Porcelain","['Danbury', 'Mint', 'Story', 'Book', 'Doll', ""'Bedtime"", 'Prayers', ""'"", 'Porcelain', 'doll', ',', '10in', ',', 'original', 'packaging', ',', '1990s', 'collectible', '.', 'Multicolor', '10IN', 'Porcelain']","['Danbury', 'Mint', 'Story', 'Book', 'Doll', ""'Bedtime"", 'Prayers', 'Porcelain', 'doll', '10in', 'original', 'packaging', '1990s', 'collectible', 'Multicolor', '10IN', 'Porcelain']","['Danbury', 'Mint', 'Story', 'Book', 'Doll', ""'Bedtime"", 'Prayers', 'Porcelain', 'doll', '10in', 'original', 'packaging', '1990s', 'collectible', 'Multicolor', '10IN', 'Porcelain']","['porcelain doll', 'collectible']","['porcelain doll', 'collectible']"
Vintage White Porcelain Swan Vase,"Two posing graceful swans sculptured flower vase, 1990s elegant home decor.",Vintage,Vase,White,STANDARD,Porcelain,"swan vase, collectible decor","Vintage White Porcelain Swan Vase Two posing graceful swans sculptured flower vase, 1990s elegant home decor. White STANDARD Porcelain","['Vintage', 'White', 'Porcelain', 'Swan', 'Vase', 'Two', 'posing', 'graceful', 'swans', 'sculptured', 'flower', 'vase', ',', '1990s', 'elegant', 'home', 'decor', '.', 'White', 'STANDARD', 'Porcelain']","['Vintage', 'White', 'Porcelain', 'Swan', 'Vase', 'Two', 'posing', 'graceful', 'swans', 'sculptured', 'flower', 'vase', '1990s', 'elegant', 'home', 'decor', 'White', 'STANDARD', 'Porcelain']","['Vintage', 'White', 'Porcelain', 'Swan', 'Vase', 'Two', 'posing', 'graceful', 'swan', 'sculptured', 'flower', 'vase', '1990s', 'elegant', 'home', 'decor', 'White', 'STANDARD', 'Porcelain']","['swan vase', 'collectible decor']",['collectible decor']
Vintage Enamel Brass Leafy Candle Holder,"Classic French style tapered candlestick, 2000s collectible home decor.",Vintage,Candle Holder,Brass,STANDARD,Metal,"enamel brass, candle holder, collectible","Vintage Enamel Brass Leafy Candle Holder Classic French style tapered candlestick, 2000s collectible home decor. Brass STANDARD Metal","['Vintage', 'Enamel', 'Brass', 'Leafy', 'Candle', 'Holder', 'Classic', 'French', 'style', 'tapered', 'candlestick', ',', '2000s', 'collectible', 'home', 'decor', '.', 'Brass', 'STANDARD', 'Metal']","['Vintage', 'Enamel', 'Brass', 'Leafy', 'Candle', 'Holder', 'Classic', 'French', 'tapered', 'candlestick', '2000s', 'collectible', 'home', 'decor', 'Brass', 'STANDARD', 'Metal']","['Vintage', 'Enamel', 'Brass', 'Leafy', 'Candle', 'Holder', 'Classic', 'French', 'tapered', 'candlestick', '2000s', 'collectible', 'home', 'decor', 'Brass', 'STANDARD', 'Metal']","['enamel brass', 'candle holder', 'collectible']","['candle holder', 'collectible']"
Vintage Tilso Japan Millefiori Art Glass Paperweight,"Multicolor tabletop office décor, 2000s collectible art glass.",Vintage,Paperweight,Multicolor,STANDARD,Glass,"Tilso Japan, paperweight, collectible","Vintage Tilso Japan Millefiori Art Glass Paperweight Multicolor tabletop office décor, 2000s collectible art glass. Multicolor STANDARD Glass","['Vintage', 'Tilso', 'Japan', 'Millefiori', 'Art', 'Glass', 'Paperweight', 'Multicolor', 'tabletop', 'office', 'décor', ',', '2000s', 'collectible', 'art', 'glass', '.', 'Multicolor', 'STANDARD', 'Glass']","['Vintage', 'Tilso', 'Japan', 'Millefiori', 'Art', 'Glass', 'Paperweight', 'Multicolor', 'tabletop', 'office', 'décor', '2000s', 'collectible', 'art', 'glass', 'Multicolor', 'STANDARD', 'Glass']","['Vintage', 'Tilso', 'Japan', 'Millefiori', 'Art', 'Glass', 'Paperweight', 'Multicolor', 'tabletop', 'office', 'décor', '2000s', 'collectible', 'art', 'glass', 'Multicolor', 'STANDARD', 'Glass']","['Tilso Japan', 'paperweight', 'collectible']","['paperweight', 'collectible']"
Vintage Square Pillar Resin Candleholder Set of 2,"Fall/Autumn decor, 1990s vintage resin candle holders.",Vintage,Candle Holder,Brown,SET OF 2,Resin,"resin, candle holder, vintage decor","Vintage Square Pillar Resin Candleholder Set of 2 Fall/Autumn decor, 1990s vintage resin candle holders. Brown SET OF 2 Resin","['Vintage', 'Square', 'Pillar', 'Resin', 'Candleholder', 'Set', 'of', '2', 'Fall/Autumn', 'decor', ',', '1990s', 'vintage', 'resin', 'candle', 'holders', '.', 'Brown', 'SET', 'OF', '2', 'Resin']","['Vintage', 'Square', 'Pillar', 'Resin', 'Candleholder', 'Set', 'Fall/Autumn', 'decor', '1990s', 'vintage', 'resin', 'candle', 'holders', 'Brown', 'SET', 'OF', 'Resin']","['Vintage', 'Square', 'Pillar', 'Resin', 'Candleholder', 'Set', 'Fall/Autumn', 'decor', '1990s', 'vintage', 'resin', 'candle', 'holder', 'Brown', 'SET', 'OF', 'Resin']","['resin', 'candle holder', 'vintage decor']",['candle holder']
Vintage Anchor Hocking Star of David Prescut Tall Scalloped Rim Vase,1960s collectible heavy crystal flower display vessel.,Vintage,Vase,Clear,TALL,Glass,"Anchor Hocking, vase, collectible",Vintage Anchor Hocking Star of David Prescut Tall Scalloped Rim Vase 1960s collectible heavy crystal flower display vessel. Clear TALL Glass,"['Vintage', 'Anchor', 'Hocking', 'Star', 'of', 'David', 'Prescut', 'Tall', 'Scalloped', 'Rim', 'Vase', '1960s', 'collectible', 'heavy', 'crystal', 'flower', 'display', 'vessel', '.', 'Clear', 'TALL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Star', 'David', 'Prescut', 'Tall', 'Scalloped', 'Rim', 'Vase', '1960s', 'collectible', 'heavy', 'crystal', 'flower', 'display', 'vessel', 'Clear', 'TALL', 'Glass']","['Vintage', 'Anchor', 'Hocking', 'Star', 'David', 'Prescut', 'Tall', 'Scalloped', 'Rim', 'Vase', '1960s', 'collectible', 'heavy', 'crystal', 'flower', 'display', 'vessel', 'Clear', 'TALL', 'Glass']","['Anchor Hocking', 'vase', 'collectible']","['vase', 'collectible']"
Vintage Indiana Glass Pineapple and Floral Clear Compote Bowl,1950s collectible footed candy/trinket dish.,Vintage,Bowl,Clear,FOOTED,Glass,"Indiana Glass, compote bowl, collectible",Vintage Indiana Glass Pineapple and Floral Clear Compote Bowl 1950s collectible footed candy/trinket dish. Clear FOOTED Glass,"['Vintage', 'Indiana', 'Glass', 'Pineapple', 'and', 'Floral', 'Clear', 'Compote', 'Bowl', '1950s', 'collectible', 'footed', 'candy/trinket', 'dish', '.', 'Clear', 'FOOTED', 'Glass']","['Vintage', 'Indiana', 'Glass', 'Pineapple', 'Floral', 'Clear', 'Compote', 'Bowl', '1950s', 'collectible', 'footed', 'candy/trinket', 'dish', 'Clear', 'FOOTED', 'Glass']","['Vintage', 'Indiana', 'Glass', 'Pineapple', 'Floral', 'Clear', 'Compote', 'Bowl', '1950s', 'collectible', 'footed', 'candy/trinket', 'dish', 'Clear', 'FOOTED', 'Glass']","['Indiana Glass', 'compote bowl', 'collectible']",['collectible']
Vintage Eiffel Tower Glass Bottle Decanter,1980s decorative collectible clear glass bottle.,Vintage,Bottle,Clear,STANDARD,Glass,"Eiffel Tower, decanter, collectible",Vintage Eiffel Tower Glass Bottle Decanter 1980s decorative collectible clear glass bottle. Clear STANDARD Glass,"['Vintage', 'Eiffel', 'Tower', 'Glass', 'Bottle', 'Decanter', '1980s', 'decorative', 'collectible', 'clear', 'glass', 'bottle', '.', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Eiffel', 'Tower', 'Glass', 'Bottle', 'Decanter', '1980s', 'decorative', 'collectible', 'clear', 'glass', 'bottle', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Eiffel', 'Tower', 'Glass', 'Bottle', 'Decanter', '1980s', 'decorative', 'collectible', 'clear', 'glass', 'bottle', 'Clear', 'STANDARD', 'Glass']","['Eiffel Tower', 'decanter', 'collectible']",['collectible']
Vintage Mikasa Shell Design Glass Crystal 4 Piece Bowl Set,"2000s collectible dip bowls, relish bowls, condiments bowls.",Vintage,Bowl,Clear,SET OF 4,Glass,"Mikasa, bowl set, collectible","Vintage Mikasa Shell Design Glass Crystal 4 Piece Bowl Set 2000s collectible dip bowls, relish bowls, condiments bowls. Clear SET OF 4 Glass","['Vintage', 'Mikasa', 'Shell', 'Design', 'Glass', 'Crystal', '4', 'Piece', 'Bowl', 'Set', '2000s', 'collectible', 'dip', 'bowls', ',', 'relish', 'bowls', ',', 'condiments', 'bowls', '.', 'Clear', 'SET', 'OF', '4', 'Glass']","['Vintage', 'Mikasa', 'Shell', 'Design', 'Glass', 'Crystal', 'Piece', 'Bowl', 'Set', '2000s', 'collectible', 'dip', 'bowls', 'relish', 'bowls', 'condiments', 'bowls', 'Clear', 'SET', 'OF', 'Glass']","['Vintage', 'Mikasa', 'Shell', 'Design', 'Glass', 'Crystal', 'Piece', 'Bowl', 'Set', '2000s', 'collectible', 'dip', 'bowl', 'relish', 'bowl', 'condiment', 'bowl', 'Clear', 'SET', 'OF', 'Glass']","['Mikasa', 'bowl set', 'collectible']",['collectible']
Vintage 1981 Treasury of Thoughts Genuine Porcelain Plaque,"Made in Japan, decorative wall plaque.",Vintage,Plaque,White,STANDARD,Porcelain,"porcelain plaque, collectible","Vintage 1981 Treasury of Thoughts Genuine Porcelain Plaque Made in Japan, decorative wall plaque. White STANDARD Porcelain","['Vintage', '1981', 'Treasury', 'of', 'Thoughts', 'Genuine', 'Porcelain', 'Plaque', 'Made', 'in', 'Japan', ',', 'decorative', 'wall', 'plaque', '.', 'White', 'STANDARD', 'Porcelain']","['Vintage', '1981', 'Treasury', 'Thoughts', 'Genuine', 'Porcelain', 'Plaque', 'Made', 'Japan', 'decorative', 'wall', 'plaque', 'White', 'STANDARD', 'Porcelain']","['Vintage', '1981', 'Treasury', 'Thoughts', 'Genuine', 'Porcelain', 'Plaque', 'Made', 'Japan', 'decorative', 'wall', 'plaque', 'White', 'STANDARD', 'Porcelain']","['porcelain plaque', 'collectible']",['collectible']
Vintage Herringbone Anchor Hocking Candle Holder,1960s collectible pressed glass taper candleholder.,Vintage,Candle Holder,Clear,STANDARD,Glass,"Anchor Hocking, candle holder, collectible",Vintage Herringbone Anchor Hocking Candle Holder 1960s collectible pressed glass taper candleholder. Clear STANDARD Glass,"['Vintage', 'Herringbone', 'Anchor', 'Hocking', 'Candle', 'Holder', '1960s', 'collectible', 'pressed', 'glass', 'taper', 'candleholder', '.', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Herringbone', 'Anchor', 'Hocking', 'Candle', 'Holder', '1960s', 'collectible', 'pressed', 'glass', 'taper', 'candleholder', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Herringbone', 'Anchor', 'Hocking', 'Candle', 'Holder', '1960s', 'collectible', 'pressed', 'glass', 'taper', 'candleholder', 'Clear', 'STANDARD', 'Glass']","['Anchor Hocking', 'candle holder', 'collectible']","['candle holder', 'collectible']"
Vintage 1988 Action Industries Hand Cut Etched Glass Floral Vase,1980s collectible glass floral display container.,Vintage,Vase,Clear,STANDARD,Glass,"etched glass, floral vase, collectible",Vintage 1988 Action Industries Hand Cut Etched Glass Floral Vase 1980s collectible glass floral display container. Clear STANDARD Glass,"['Vintage', '1988', 'Action', 'Industries', 'Hand', 'Cut', 'Etched', 'Glass', 'Floral', 'Vase', '1980s', 'collectible', 'glass', 'floral', 'display', 'container', '.', 'Clear', 'STANDARD', 'Glass']","['Vintage', '1988', 'Action', 'Industries', 'Hand', 'Cut', 'Etched', 'Glass', 'Floral', 'Vase', '1980s', 'collectible', 'glass', 'floral', 'display', 'container', 'Clear', 'STANDARD', 'Glass']","['Vintage', '1988', 'Action', 'Industries', 'Hand', 'Cut', 'Etched', 'Glass', 'Floral', 'Vase', '1980s', 'collectible', 'glass', 'floral', 'display', 'container', 'Clear', 'STANDARD', 'Glass']","['etched glass', 'floral vase', 'collectible']",['collectible']
Vintage Lenox Crystal Ovations Star Radiance Tea-light Votive Candle Holder,2000s collectible transparent glass candleholder.,Vintage,Candle Holder,Clear,STANDARD,Glass,"Lenox, votive candle holder, collectible",Vintage Lenox Crystal Ovations Star Radiance Tea-light Votive Candle Holder 2000s collectible transparent glass candleholder. Clear STANDARD Glass,"['Vintage', 'Lenox', 'Crystal', 'Ovations', 'Star', 'Radiance', 'Tea-light', 'Votive', 'Candle', 'Holder', '2000s', 'collectible', 'transparent', 'glass', 'candleholder', '.', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Lenox', 'Crystal', 'Ovations', 'Star', 'Radiance', 'Tea-light', 'Votive', 'Candle', 'Holder', '2000s', 'collectible', 'transparent', 'glass', 'candleholder', 'Clear', 'STANDARD', 'Glass']","['Vintage', 'Lenox', 'Crystal', 'Ovations', 'Star', 'Radiance', 'Tea-light', 'Votive', 'Candle', 'Holder', '2000s', 'collectible', 'transparent', 'glass', 'candleholder', 'Clear', 'STANDARD', 'Glass']","['Lenox', 'votive candle holder', 'collectible']",['collectible']
Vintage Silver-plated Ornate Metal Butter Dish with Lid,2000s collectible Victorian style butter dish.,Vintage,Dish,Silver,STANDARD,Metal,"butter dish, silver-plated, collectible",Vintage Silver-plated Ornate Metal Butter Dish with Lid 2000s collectible Victorian style butter dish. Silver STANDARD Metal,"['Vintage', 'Silver-plated', 'Ornate', 'Metal', 'Butter', 'Dish', 'with', 'Lid', '2000s', 'collectible', 'Victorian', 'style', 'butter', 'dish', '.', 'Silver', 'STANDARD', 'Metal']","['Vintage', 'Silver-plated', 'Ornate', 'Metal', 'Butter', 'Dish', 'Lid', '2000s', 'collectible', 'Victorian', 'butter', 'dish', 'Silver', 'STANDARD', 'Metal']","['Vintage', 'Silver-plated', 'Ornate', 'Metal', 'Butter', 'Dish', 'Lid', '2000s', 'collectible', 'Victorian', 'butter', 'dish', 'Silver', 'STANDARD', 'Metal']","['butter dish', 'silver-plated', 'collectible']",['collectible']
Vintage Pineapple Style Heavy Clear Glass Toothpick Holder Set of 2,1980s collectible textured glass dining decor.,Vintage,Holder,Clear,SET OF 2,Glass,"pineapple style, toothpick holder, collectible",Vintage Pineapple Style Heavy Clear Glass Toothpick Holder Set of 2 1980s collectible textured glass dining decor. Clear SET OF 2 Glass,"['Vintage', 'Pineapple', 'Style', 'Heavy', 'Clear', 'Glass', 'Toothpick', 'Holder', 'Set', 'of', '2', '1980s', 'collectible', 'textured', 'glass', 'dining', 'decor', '.', 'Clear', 'SET', 'OF', '2', 'Glass']","['Vintage', 'Pineapple', 'Style', 'Heavy', 'Clear', 'Glass', 'Toothpick', 'Holder', 'Set', '1980s', 'collectible', 'textured', 'glass', 'dining', 'decor', 'Clear', 'SET', 'OF', 'Glass']","['Vintage', 'Pineapple', 'Style', 'Heavy', 'Clear', 'Glass', 'Toothpick', 'Holder', 'Set', '1980s', 'collectible', 'textured', 'glass', 'dining', 'decor', 'Clear', 'SET', 'OF', 'Glass']","['pineapple style', 'toothpick holder', 'collectible']",['collectible']
Vintage Burwood Wall Pocket Hanging Planter,1990s collectible nursery room decor with teddy bear design.,Vintage,Planter,Multicolor,STANDARD,Resin,"Burwood, wall pocket, collectible",Vintage Burwood Wall Pocket Hanging Planter 1990s collectible nursery room decor with teddy bear design. Multicolor STANDARD Resin,"['Vintage', 'Burwood', 'Wall', 'Pocket', 'Hanging', 'Planter', '1990s', 'collectible', 'nursery', 'room', 'decor', 'with', 'teddy', 'bear', 'design', '.', 'Multicolor', 'STANDARD', 'Resin']","['Vintage', 'Burwood', 'Wall', 'Pocket', 'Hanging', 'Planter', '1990s', 'collectible', 'nursery', 'room', 'decor', 'teddy', 'bear', 'design', 'Multicolor', 'STANDARD', 'Resin']","['Vintage', 'Burwood', 'Wall', 'Pocket', 'Hanging', 'Planter', '1990s', 'collectible', 'nursery', 'room', 'decor', 'teddy', 'bear', 'design', 'Multicolor', 'STANDARD', 'Resin']","['Burwood', 'wall pocket', 'collectible']",['collectible']
Vintage Interpur Music Box Ceramic Red Cardinal Bird,1990s collectible classic music box made in Taiwan.,Vintage,Music Box,Red,STANDARD,Ceramic,"cardinal bird, music box, collectible",Vintage Interpur Music Box Ceramic Red Cardinal Bird 1990s collectible classic music box made in Taiwan. Red STANDARD Ceramic,"['Vintage', 'Interpur', 'Music', 'Box', 'Ceramic', 'Red', 'Cardinal', 'Bird', '1990s', 'collectible', 'classic', 'music', 'box', 'made', 'in', 'Taiwan', '.', 'Red', 'STANDARD', 'Ceramic']","['Vintage', 'Interpur', 'Music', 'Box', 'Ceramic', 'Red', 'Cardinal', 'Bird', '1990s', 'collectible', 'classic', 'music', 'box', 'Taiwan', 'Red', 'STANDARD', 'Ceramic']","['Vintage', 'Interpur', 'Music', 'Box', 'Ceramic', 'Red', 'Cardinal', 'Bird', '1990s', 'collectible', 'classic', 'music', 'box', 'Taiwan', 'Red', 'STANDARD', 'Ceramic']","['cardinal bird', 'music box', 'collectible']",['collectible']
Wedgwood Venice Round Trinket Box,White and light blue porcelain keepsake container.,Vintage,Trinket Box,White/Blue,ROUND,Porcelain,"Wedgwood, trinket box, collectible",Wedgwood Venice Round Trinket Box White and light blue porcelain keepsake container. White/Blue ROUND Porcelain,"['Wedgwood', 'Venice', 'Round', 'Trinket', 'Box', 'White', 'and', 'light', 'blue', 'porcelain', 'keepsake', 'container', '.', 'White/Blue', 'ROUND', 'Porcelain']","['Wedgwood', 'Venice', 'Round', 'Trinket', 'Box', 'White', 'light', 'blue', 'porcelain', 'keepsake', 'container', 'White/Blue', 'ROUND', 'Porcelain']","['Wedgwood', 'Venice', 'Round', 'Trinket', 'Box', 'White', 'light', 'blue', 'porcelain', 'keepsake', 'container', 'White/Blue', 'ROUND', 'Porcelain']","['Wedgwood', 'trinket box', 'collectible']",['collectible']
Vintage Paul Revere Reproduction Small 5in Brass Silvertone Bowl,2000s collectible silverplated kitchen dining metalware.,Vintage,Bowl,Silver,5IN,Metal,"Paul Revere, reproduction bowl, collectible",Vintage Paul Revere Reproduction Small 5in Brass Silvertone Bowl 2000s collectible silverplated kitchen dining metalware. Silver 5IN Metal,"['Vintage', 'Paul', 'Revere', 'Reproduction', 'Small', '5in', 'Brass', 'Silvertone', 'Bowl', '2000s', 'collectible', 'silverplated', 'kitchen', 'dining', 'metalware', '.', 'Silver', '5IN', 'Metal']","['Vintage', 'Paul', 'Revere', 'Reproduction', 'Small', '5in', 'Brass', 'Silvertone', 'Bowl', '2000s', 'collectible', 'silverplated', 'kitchen', 'dining', 'metalware', 'Silver', '5IN', 'Metal']","['Vintage', 'Paul', 'Revere', 'Reproduction', 'Small', '5in', 'Brass', 'Silvertone', 'Bowl', '2000s', 'collectible', 'silverplated', 'kitchen', 'dining', 'metalware', 'Silver', '5IN', 'Metal']","['Paul Revere', 'reproduction bowl', 'collectible']",['collectible']
Vintage Heavy Clear Crystal Cut Glass Frosted Fruit Pattern Bowl,1960s collectible crystal dining kitchen essential.,Vintage,Bowl,Clear,STANDARD,Crystal,"fruit pattern, crystal bowl, collectible",Vintage Heavy Clear Crystal Cut Glass Frosted Fruit Pattern Bowl 1960s collectible crystal dining kitchen essential. Clear STANDARD Crystal,"['Vintage', 'Heavy', 'Clear', 'Crystal', 'Cut', 'Glass', 'Frosted', 'Fruit', 'Pattern', 'Bowl', '1960s', 'collectible', 'crystal', 'dining', 'kitchen', 'essential', '.', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Heavy', 'Clear', 'Crystal', 'Cut', 'Glass', 'Frosted', 'Fruit', 'Pattern', 'Bowl', '1960s', 'collectible', 'crystal', 'dining', 'kitchen', 'essential', 'Clear', 'STANDARD', 'Crystal']","['Vintage', 'Heavy', 'Clear', 'Crystal', 'Cut', 'Glass', 'Frosted', 'Fruit', 'Pattern', 'Bowl', '1960s', 'collectible', 'crystal', 'dining', 'kitchen', 'essential', 'Clear', 'STANDARD', 'Crystal']","['fruit pattern', 'crystal bowl', 'collectible']",['collectible']
